subject_session	dataset	path	fieldmaps	connectome: fMRIPrep	connectome: C-PAC: fmriprep-options
sub-405373926_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-405373926/ses-PNC1	phasediff	sub-405373926_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3123810007_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3123810007/ses-PNC1	phasediff		
sub-3123810007_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3123810007/ses-PNC1	phasediff		
sub-3123810007_ses-PNC1_run-02	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3123810007/ses-PNC1	phasediff		
sub-3123810007_ses-PNC1_acq-VARIANTDim3SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3123810007/ses-PNC1	phasediff		
sub-3123810007_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3123810007/ses-PNC1	phasediff	sub-3123810007_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3123810007_ses-PNC1_task-rest_acq-singleband	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3123810007/ses-PNC1	phasediff	sub-3123810007_ses-PNC1_task-rest_acq-singleband_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3123810007_ses-PNC1_task-frac2back	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3123810007/ses-PNC1	phasediff	sub-3123810007_ses-PNC1_task-frac2back_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2933854864_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2933854864/ses-PNC1	phasediff		
sub-2933854864_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2933854864/ses-PNC1	phasediff		
sub-2933854864_ses-PNC1_run-02	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2933854864/ses-PNC1	phasediff		
sub-2933854864_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2933854864/ses-PNC1	phasediff	sub-2933854864_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2933854864_ses-PNC1_task-rest_acq-singlebandVARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2933854864/ses-PNC1	phasediff	sub-2933854864_ses-PNC1_task-rest_acq-singlebandVARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2933854864_ses-PNC1_task-frac2back	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2933854864/ses-PNC1	phasediff	sub-2933854864_ses-PNC1_task-frac2back_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2718695342_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2718695342/ses-PNC1	phasediff		
sub-2718695342_ses-PNC1_run-02	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2718695342/ses-PNC1	phasediff		
sub-2718695342_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2718695342/ses-PNC1	phasediff		
sub-2718695342_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2718695342/ses-PNC1	phasediff	sub-2718695342_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2718695342_ses-PNC1_task-frac2back	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2718695342/ses-PNC1	phasediff	sub-2718695342_ses-PNC1_task-frac2back_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3675176980_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3675176980/ses-PNC1	phasediff		
sub-3675176980_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3675176980/ses-PNC1	phasediff	sub-3675176980_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2286509730_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2286509730/ses-PNC1	phasediff		
sub-2286509730_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2286509730/ses-PNC1	phasediff	sub-2286509730_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2286509730_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2286509730/ses-PNC1	phasediff	sub-2286509730_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1812622069_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1812622069/ses-PNC1	None		
sub-1812622069_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1812622069/ses-PNC1	None	sub-1812622069_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-1812622069_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap_space-template_desc-preproc_connectome.tsv
sub-3726299659_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3726299659/ses-PNC1	phasediff		
sub-3726299659_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3726299659/ses-PNC1	phasediff	sub-3726299659_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3726299659_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3726299659/ses-PNC1	phasediff	sub-3726299659_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2485879167_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2485879167/ses-PNC1	phasediff		
sub-2485879167_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2485879167/ses-PNC1	phasediff	sub-2485879167_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2485879167_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2485879167/ses-PNC1	phasediff	sub-2485879167_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2818302209_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2818302209/ses-PNC1	phasediff		
sub-2818302209_ses-PNC1_task-frac2back	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2818302209/ses-PNC1	phasediff	sub-2818302209_ses-PNC1_task-frac2back_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2818302209_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2818302209/ses-PNC1	phasediff	sub-2818302209_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1169616649_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1169616649/ses-PNC1	phasediff		
sub-1169616649_ses-PNC1_run-02	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1169616649/ses-PNC1	phasediff		
sub-1169616649_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1169616649/ses-PNC1	phasediff		
sub-1169616649_ses-PNC1_task-frac2back	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1169616649/ses-PNC1	phasediff	sub-1169616649_ses-PNC1_task-frac2back_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1169616649_ses-PNC1_task-rest_acq-singleband	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1169616649/ses-PNC1	phasediff	sub-1169616649_ses-PNC1_task-rest_acq-singleband_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1169616649_ses-PNC1_task-idemo_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1169616649/ses-PNC1	phasediff	sub-1169616649_ses-PNC1_task-idemo_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2877714252_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2877714252/ses-PNC1	phasediff		
sub-2877714252_ses-PNC1_run-01_acq-VARIANTRepetitionTime	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2877714252/ses-PNC1	phasediff		
sub-2877714252_ses-PNC1_task-frac2back	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2877714252/ses-PNC1	phasediff	sub-2877714252_ses-PNC1_task-frac2back_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2877714252_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2877714252/ses-PNC1	phasediff	sub-2877714252_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2877714252_ses-PNC1_task-rest_acq-singleband	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2877714252/ses-PNC1	phasediff	sub-2877714252_ses-PNC1_task-rest_acq-singleband_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1357417369_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1357417369/ses-PNC1	phasediff		
sub-1357417369_ses-PNC1_run-02	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1357417369/ses-PNC1	phasediff		
sub-1357417369_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1357417369/ses-PNC1	phasediff		
sub-1357417369_ses-PNC1_task-frac2back	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1357417369/ses-PNC1	phasediff	sub-1357417369_ses-PNC1_task-frac2back_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1357417369_ses-PNC1_task-idemo_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1357417369/ses-PNC1	phasediff	sub-1357417369_ses-PNC1_task-idemo_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1357417369_ses-PNC1_task-rest_acq-singleband	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1357417369/ses-PNC1	phasediff	sub-1357417369_ses-PNC1_task-rest_acq-singleband_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1832999514_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1832999514/ses-PNC1	None		
sub-1832999514_ses-PNC1_run-02_acq-VARIANTNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1832999514/ses-PNC1	None		
sub-1832999514_ses-PNC1_run-01_acq-VARIANTNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1832999514/ses-PNC1	None		
sub-1832999514_ses-PNC1_task-rest_acq-singlebandVARIANTNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1832999514/ses-PNC1	None	sub-1832999514_ses-PNC1_task-rest_acq-singlebandVARIANTNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1303822344_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1303822344/ses-PNC1	phasediff		
sub-1303822344_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1303822344/ses-PNC1	phasediff	sub-1303822344_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3319985890_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3319985890/ses-PNC1	phasediff		
sub-3319985890_ses-PNC1_run-02	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3319985890/ses-PNC1	phasediff		
sub-3319985890_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3319985890/ses-PNC1	phasediff		
sub-3319985890_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3319985890/ses-PNC1	phasediff	sub-3319985890_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3319985890_ses-PNC1_task-rest_acq-singleband	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3319985890/ses-PNC1	phasediff	sub-3319985890_ses-PNC1_task-rest_acq-singleband_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3319985890_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3319985890/ses-PNC1	phasediff	sub-3319985890_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3374628517_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3374628517/ses-PNC1	phasediff		
sub-3374628517_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3374628517/ses-PNC1	phasediff	sub-3374628517_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3374628517_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3374628517/ses-PNC1	phasediff	sub-3374628517_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2180688285_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2180688285/ses-PNC1	phasediff		
sub-2180688285_ses-PNC1_task-idemo_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2180688285/ses-PNC1	phasediff	sub-2180688285_ses-PNC1_task-idemo_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2200266312_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2200266312/ses-PNC1	phasediff		
sub-2200266312_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2200266312/ses-PNC1	phasediff		
sub-2200266312_ses-PNC1_run-02	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2200266312/ses-PNC1	phasediff		
sub-2200266312_ses-PNC1_task-rest_acq-singleband	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2200266312/ses-PNC1	phasediff	sub-2200266312_ses-PNC1_task-rest_acq-singleband_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1163553824_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1163553824/ses-PNC1	None		
sub-1163553824_ses-PNC1_run-01_acq-VARIANTNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1163553824/ses-PNC1	None		
sub-1163553824_ses-PNC1_run-02_acq-VARIANTNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1163553824/ses-PNC1	None		
sub-1163553824_ses-PNC1_task-rest_acq-singlebandVARIANTNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1163553824/ses-PNC1	None	sub-1163553824_ses-PNC1_task-rest_acq-singlebandVARIANTNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1163553824_ses-PNC1_task-idemo_acq-VARIANTNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1163553824/ses-PNC1	None	sub-1163553824_ses-PNC1_task-idemo_acq-VARIANTNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-1163553824_ses-PNC1_task-idemo_acq-VARIANTNoFmap_space-template_desc-preproc_connectome.tsv
sub-3376877661_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3376877661/ses-PNC1	None		
sub-3376877661_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3376877661/ses-PNC1	None	sub-3376877661_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3376877661_ses-PNC1_task-idemo_acq-VARIANTNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3376877661/ses-PNC1	None	sub-3376877661_ses-PNC1_task-idemo_acq-VARIANTNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-3376877661_ses-PNC1_task-idemo_acq-VARIANTNoFmap_space-template_desc-preproc_connectome.tsv
sub-1228855311_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1228855311/ses-PNC1	None		
sub-1228855311_ses-PNC1_task-idemo_acq-VARIANTNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1228855311/ses-PNC1	None	sub-1228855311_ses-PNC1_task-idemo_acq-VARIANTNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-1228855311_ses-PNC1_task-idemo_acq-VARIANTNoFmap_space-template_desc-preproc_connectome.tsv
sub-1228855311_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1228855311/ses-PNC1	None	sub-1228855311_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2824066679_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2824066679/ses-PNC1	phasediff		
sub-2824066679_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2824066679/ses-PNC1	phasediff		
sub-2824066679_ses-PNC1_task-rest_acq-singleband	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2824066679/ses-PNC1	phasediff	sub-2824066679_ses-PNC1_task-rest_acq-singleband_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2824066679_ses-PNC1_task-frac2back	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2824066679/ses-PNC1	phasediff	sub-2824066679_ses-PNC1_task-frac2back_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2824066679_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2824066679/ses-PNC1	phasediff	sub-2824066679_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-2175676858_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2175676858/ses-PNC1	None		
sub-2175676858_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-2175676858/ses-PNC1	None	sub-2175676858_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-2175676858_ses-PNC1_task-frac2back_acq-VARIANTNumVolumesNoFmap_space-template_desc-preproc_connectome.tsv
sub-624076698_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-624076698/ses-PNC1	phasediff		
sub-624076698_ses-PNC1_run-02	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-624076698/ses-PNC1	phasediff		
sub-624076698_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-624076698/ses-PNC1	phasediff		
sub-624076698_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-624076698/ses-PNC1	phasediff	sub-624076698_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-624076698_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-624076698/ses-PNC1	phasediff	sub-624076698_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-624076698_ses-PNC1_task-rest_acq-singleband	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-624076698/ses-PNC1	phasediff	sub-624076698_ses-PNC1_task-rest_acq-singleband_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-1857834970_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1857834970/ses-PNC1	phasediff		
sub-1857834970_ses-PNC1_task-idemo_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-1857834970/ses-PNC1	phasediff	sub-1857834970_ses-PNC1_task-idemo_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3092187032_ses-PNC1_acq-refaced	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3092187032/ses-PNC1	phasediff		
sub-3092187032_ses-PNC1_run-02	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3092187032/ses-PNC1	phasediff		
sub-3092187032_ses-PNC1_run-01	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3092187032/ses-PNC1	phasediff		
sub-3092187032_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3092187032/ses-PNC1	phasediff	sub-3092187032_ses-PNC1_task-frac2back_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3092187032_ses-PNC1_task-idemo	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3092187032/ses-PNC1	phasediff	sub-3092187032_ses-PNC1_task-idemo_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-3092187032_ses-PNC1_task-rest_acq-singleband	PNC	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/PNC/sub-3092187032/ses-PNC1	phasediff	sub-3092187032_ses-PNC1_task-rest_acq-singleband_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
